What is the primary characteristic of virtual memory as a technique?,It requires entire processes to be loaded into physical memory for execution.,It allows processes to execute even if they are not entirely in physical memory.,It limits program size to the available physical memory.,It combines physical and logical memory into a single contiguous block.,It is solely responsible for managing CPU scheduling.,B,"The text states, ""Virtual memory: technique allowing execution of processes not entirely in memory."""
Virtual memory is primarily characterized by its separation of which two memory views?,Cache memory from main memory.,ROM from RAM.,Logical memory (programmer's view) from physical memory.,Primary storage from secondary storage.,System memory from user memory.,C,"The text explicitly states virtual memory ""Separates logical memory (programmer's view) from physical memory."""
What is considered a major advantage of using virtual memory?,It reduces the overall CPU clock speed.,It ensures all programs run faster regardless of I/O.,It allows programs to be larger than the physical memory available.,It eliminates the need for any form of memory management unit.,It simplifies hardware design by removing memory hierarchies.,C,"The text lists ""Major advantage: programs larger than physical memory."""
How does virtual memory primarily benefit programmers regarding memory limitations?,It forces programmers to manually manage physical memory addresses.,It restricts programmers to writing smaller programs.,It frees programmers from physical memory-storage limitations.,It increases the complexity of memory allocation for programmers.,It requires programs to be written in assembly language.,C,"The text states, ""Frees programmers from memory-storage limitations"" and ""Simplifies programming: no worry about physical memory limits."""
How does virtual memory contribute to increased CPU utilization and throughput?,By requiring more physical memory per program.,By decreasing the number of programs run concurrently.,"By allowing less physical memory per program, thus running more programs concurrently.",By increasing response and turnaround time.,By eliminating the need for context switching.,C,"The text explains, ""Less physical memory per program \u2192 more programs run concurrently \u2192 increased CPU utilization and throughput (no increase in response/turnaround time)."""
"One benefit of partial program execution in memory, facilitated by virtual memory, is its effect on I/O and program speed. What is this effect?","More I/O for loading/swapping, leading to slower program execution.","No change in I/O operations, but faster execution due to dedicated memory.","Less I/O for loading/swapping, leading to faster program execution.",Increased I/O but only for specific error handling routines.,It eliminates all I/O operations during program runtime.,C,"The text says, ""Less I/O for loading/swapping \u2192 faster program execution."""
What was the primary limitation of traditional memory management techniques before virtual memory?,Inability to run multiple programs simultaneously.,Programs were limited in size by the available physical memory.,It required complex hardware for memory allocation.,It could only manage read-only memory.,It prevented any form of shared memory.,B,"The text states under ""Background"" that ""Limitation: program size limited by physical memory."""
Which of the following is cited as a reason why real programs often do not need their entire code in physical memory?,Core program logic is always kept in cache memory.,All program options are used in every execution.,Error handling code is seldom executed.,Arrays and lists are always allocated the exact memory they need.,Programmers intentionally write redundant code.,C,"The text lists ""Error handling code: seldom executed"" as one reason why entire program code is not always needed."
"According to the provided text, what is the definition of a ""virtual address space""?",The physical memory available on the system.,The cache memory used by the CPU.,A logical view of how a process is stored in memory.,The total amount of disk space allocated for paging.,The address space used by the operating system kernel only.,C,"The text and glossary define ""virtual address space"" as ""Logical view of how a process is stored in memory."""
What is the primary function of the Memory-Management Unit (MMU) in the context of virtual memory?,To manage the growth of the heap and stack.,To map logical pages to physical page frames.,To directly store program instructions.,To determine the size of the virtual address space.,To allocate physical memory contiguously for all processes.,B,"The text states, ""Memory-management unit (MMU): maps logical pages to physical page frames."""
